hotel_id,city,hotel_name,url,score,number_of_reviews,description,property_type,latitude,longitude,price,currency,facilities,image_url
Bormes les Mimosas_1,Bormes les Mimosas,La petite Provence,https://www.booking.com/hotel/fr/lovely-place-for-2.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.6,44,"La petite Provence offers accommodations in Bormes-les-Mimosas, 3.2 miles from La Favière and 14 miles from Villa Noailles Art Centre. The property is around 18 miles from Le Pont des Fées, 25 miles from Toulon Train Station, and 25 miles from Zénith Oméga Toulon. Free Wifi is available throughout the property and Chateau de Grimaud is 18 miles away.

The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with an oven and a coffee machine, and 1 bathroom with a shower and a",APARTMENT,43.15127099096753,6.341906766830476,231.0,USD,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/676226408.jpg?k=b15f1d81723cb85c8010cde7011dc477b6f6c40393519873d9f732a3cbeaad77&o=
Bormes les Mimosas_2,Bormes les Mimosas,Romantic getaway in Bormes,https://www.booking.com/hotel/fr/romantic-getaway-in-bormes.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,9.5,12,"Romantic getaway in Bormes offers accommodations in Bormes-les-Mimosas, 18 miles from Le Pont des Fées and 24 miles from Toulon Train Station. The air-conditioned accommodation is 18 miles from Chateau de Grimaud. Villa Noailles Art Centre is 14 miles from the apartment and Penitents Chapel is 18 miles away.

With free Wifi, this 1-bedroom apartment provides a satellite flat-screen TV, a washing machine, and a fully equipped kitchenette with a dishwasher and oven. Towels and bed linen are provid",APARTMENT,43.150652,6.3411229,298.0,USD,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/766197621.jpg?k=04b07145b348d39e7237101a1f0e9c668de721a759918a3e8c9a5c5f24a3a522&o=
Bormes les Mimosas_3,Bormes les Mimosas,La Favière proche de la plage,https://www.booking.com/hotel/fr/la-faviere-proche-de-la-plage.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,9.5,12,"La Favière proche de la plage is located in Bormes-les-Mimosas, just a 8-minute walk from Faviere and 21 miles from Chateau de Grimaud. This beachfront property offers access to a patio, free private parking, and free Wifi. Outdoor seating is also available at the apartment.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are featured in the ap",APARTMENT,43.12345,6.35285,242.0,USD,"Non-smoking rooms, Free Wifi, Beachfront, Free parking, Non-smoking rooms",https://cf.bstatic.com/xdata/images/hotel/square60/615375893.jpg?k=104f7344be729697daa231ed96bbc8ab4c98218ff4365d53d68cfafa7baf035f&o=
Bormes les Mimosas_4,Bormes les Mimosas,Auberge du Dom,https://www.booking.com/hotel/fr/auberge-du-dom.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886230466&force_referer=,8.5,213,"Offering a garden, Auberge du Dom offers accommodations in Bormes-les-Mimosas. This property offers a pool with a view and free private parking. Guests can use the hot tub or enjoy garden views.

All units feature air conditioning and a satellite flat-screen TV. Rooms come with a kettle, a private bathroom, and free Wifi, while some rooms also feature a terrace and some have pool views. At the bed and breakfast, units come with bed linen and towels.

A selection of options including fresh pastri",BED_AND_BREAKFAST,43.178578680067666,6.33731499579012,315.0,USD,"Outdoor swimming pool, Free Wifi, Free parking, Family rooms, Tea/Coffee Maker in All Rooms",https://cf.bstatic.com/xdata/images/hotel/max200/397483124.jpg?k=b5dcffea6b12cdd06321df25ecec075830b33114d2fda7aebb6005231367d896&o=
Bormes les Mimosas_5,Bormes les Mimosas,Le Pin d'Alep,https://www.booking.com/hotel/fr/le-pin-d-alep.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886312305&force_referer=,8.6,28,"Le Pin d'Alep enjoys a location in Bormes-les-Mimosas, 20 miles from Chateau de Grimaud and 20 miles from Le Pont des Fées. This property offers access to a terrace and free private parking. Guests can make use of the children's playground or the picnic area, or enjoy views of the mountain and garden.

Accessible via private entrance, all rooms have air conditioning, soundproofing, desk, and a private bathroom with a walk-in shower. The bed and breakfast features some units with pool views, and ",BED_AND_BREAKFAST,43.131624,6.330185,265.0,USD,"Outdoor swimming pool (temporarily closed), Non-smoking rooms, Airport shuttle, Free parking, Tea/Coffee Maker in All Rooms",https://cf.bstatic.com/xdata/images/hotel/max200/705750804.jpg?k=ead5e2f5e45418014aebb7ecda85d09aee2e2e4c879dcd3410baefdd20cfdbcb&o=
Bormes les Mimosas_6,Bormes les Mimosas,"T2 Mer 50m avec Clim, jardin et garage",https://www.booking.com/hotel/fr/les-rives-yourhosthelper.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,7.2,5,"Just a 2-minute walk from Faviere and 0.4 miles from La Favière, T2 Mer 50m avec Clim, jardin et garage features accommodations in Bormes-les-Mimosas with a private beach area, a seasonal outdoor swimming pool, and a terrace. This apartment features free private parking, an elevator, and free Wifi. Toulon Train Station is 26 miles away and Zénith Oméga Toulon is 26 miles from the apartment.

The air-conditioned apartment is composed of 1 separate bedroom, a living room, a fully equipped kitchen ",APARTMENT,43.1223918,6.3582659,,,"Outdoor swimming pool, Free Wifi, Free parking, Private beach area, Outdoor swimming pool",https://cf.bstatic.com/xdata/images/hotel/square60/507411796.jpg?k=52c5ee54089476e3ac9a7dd6ff64175025371ca56b83a71c8486c9fd34dac3be&o=
Bormes les Mimosas_7,Bormes les Mimosas,Villa Les Alyzés,https://www.booking.com/hotel/fr/villa-les-alyzees.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886508908&force_referer=,9.3,4,"Providing pool with a view, Villa Les Alyzés provides accommodations in Bormes-les-Mimosas. This beachfront property offers access to a patio, tennis at the tennis court, free private parking, and free Wifi. The villa offers an outdoor fireplace and a 24-hour front desk.

Providing access to a balcony with pool views, the spacious air-conditioned villa consists of 7 bedrooms. Offering a terrace with sea views, this villa also features a satellite flat-screen TV, a fully equipped kitchen and 6 ba",VILLA,43.095047,6.35512,1998.0,USD,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Beachfront, Free parking",https://cf.bstatic.com/xdata/images/hotel/square60/370558653.jpg?k=d91d7e9ace9efedd756fdd0af100510e0eb2b53a09f88de24fb529a1ff336adc&o=
Bormes les Mimosas_8,Bormes les Mimosas,SELECT'SO HOME - Résidence Le Poséidon - Mazet en Duplex - Prestations de qualité & Services Hôteliers - POS-E,https://www.booking.com/hotel/fr/poseidon-mazet-e-58-m2-en-duplex-piscine-et-garage.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886631293&force_referer=,0.0,0,"SELECT'SO HOME - Résidence Le Poséidon - Mazet en Duplex - Prestations de qualité & Services Hôteliers - POS-E is located in Bormes-les-Mimosas, just a 11-minute walk from Faviere and 21 miles from Chateau de Grimaud. The property is around 21 miles from Le Pont des Fées, 25 miles from Toulon Train Station, and 26 miles from Zénith Oméga Toulon. The apartment features both free Wifi and free private parking.

The air-conditioned apartment is composed of 1 separate bedroom, a living room, a fully",APARTMENT,43.12415,6.351192,558.0,USD,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Outdoor swimming pool",https://cf.bstatic.com/xdata/images/hotel/square60/769101629.jpg?k=39790dcd2d97a78b579340ca6ef1d360f2a149f47dd770cdc0107548cfd4f3f2&o=
Bormes les Mimosas_9,Bormes les Mimosas,Boulevard du Soleil,https://www.booking.com/hotel/fr/boulevard-du-soleil.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886881324&force_referer=,9.5,58,"Boulevard du Soleil is located in Bormes-les-Mimosas, just 18 miles from Chateau de Grimaud and 18 miles from Le Pont des Fées. Both free Wifi and private parking are available at the apartment free of charge. Toulon Train Station is 24 miles from the apartment and Zénith Oméga Toulon is 25 miles away.

Providing sea views, this apartment also offers a flat-screen TV, a well-equipped kitchen with a dishwasher, an oven, and a microwave, as well as 1 bathroom with a shower and a hair dryer. The ac",APARTMENT,43.149232813225,6.341970146281,242.0,USD,"Free Wifi, Free parking, Free Wifi, Free parking",https://cf.bstatic.com/xdata/images/hotel/square60/704371096.jpg?k=971284d88d50cf932d134905180a0f4f98ad8b875e0c99a9ac07ef5f7429cced&o=
Bormes les Mimosas_10,Bormes les Mimosas,Hotel La Voile,https://www.booking.com/hotel/fr/hotel-la-voile-fr.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.4,793,"Hotel La Voile is ideally located just 1312 feet from the beaches and Bormes harbor in a quiet, peaceful environment near the village of La Favière. There is an outdoor naturally heated pool and a lounge bar.

Some of the guestrooms offer a view of the sea or garden. Choose from single or double rooms, some of which can accommodate up to 4 people.

A buffet breakfast is available in the dining area every morning for an extra charge. The hotel can also recommend a range of restaurants in the loca",HOTEL,43.12549,6.357300000000009,169.0,USD,"Outdoor swimming pool, Non-smoking rooms, Facilities for disabled guests, Room service, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/max200/492239131.jpg?k=e34e68fe9807a57005fd4ecf3eada95de5151680b687e5408e29cf443d28c14a&o=
Bormes les Mimosas_11,Bormes les Mimosas,Entre les pins et les oliviers,https://www.booking.com/hotel/fr/entre-les-pins-et-les-oliviers-bormes-les-mimosas1.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887278160&force_referer=,8.4,11,"Entre les pins et les oliviers is located in Bormes-les-Mimosas, just 17 miles from Chateau de Grimaud and 17 miles from Le Pont des Fées. This property offers access to a terrace and free private parking. Outdoor seating is also available at the guest house.

Towels and bed linen are offered in the guest house. The accommodation offers an air conditioning, a heating, and a private bathroom.

A continental breakfast is available at Entre les pins et les oliviers.

Toulon Train Station is 22 mile",GUEST_HOUSE,43.16075099888905,6.320753398242189,198.0,USD,"Free parking, Breakfast, Free parking, Breakfast",https://cf.bstatic.com/xdata/images/hotel/max200/728433416.jpg?k=faa6636efd0ff94a1f6bcb76de37fefa0cd7422805c059576157e0ce8502fa5e&o=
Bormes les Mimosas_12,Bormes les Mimosas,SELECT'soHOME - Résidence Le Poséidon - Piscine & Parking - Appartement pour 4 personnes - POS03,https://www.booking.com/hotel/fr/poseidon-2-pieces-32-m2-piscine-et-garage-prive.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887444942&force_referer=,8.0,12,"SELECT'soHOME - Résidence Le Poséidon - Piscine & Parking - Appartement pour 4 personnes - POS03 is located in Bormes-les-Mimosas, just a 11-minute walk from Faviere and 21 miles from Chateau de Grimaud. This property offers access to a terrace, free private parking, and free Wifi. During your stay at this apartment, you can use an outdoor swimming pool, as well as a selection of an open-air bath and a concierge service.

The air-conditioned apartment consists of 1 bedroom, a living room, a full",APARTMENT,43.12415,6.351192,459.0,USD,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Outdoor swimming pool",https://cf.bstatic.com/xdata/images/hotel/square60/345436231.jpg?k=cce36cfa132e421c8146ab09519a36fd81038d2694e31959c90901b3fe5e9183&o=
Bormes les Mimosas_13,Bormes les Mimosas,Le Mas de la Palmeraie - Studio dans propriété privée au calme avec piscine et tennis,https://www.booking.com/hotel/fr/le-mas-de-la-palmeraie-studio-dans-propriete-privee-au-calme-avec-piscine-et-ten.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887420179&force_referer=,9.7,4,"Le Mas de la Palmeraie - Studio dans propriété privée au calme avec piscine et tennis is a recently renovated apartment in Bormes-les-Mimosas where guests can make the most of its indoor pool, garden, and tennis court. This property offers access to a terrace, table tennis, free private parking, and free Wifi. Toulon Train Station is 24 miles away and Zénith Oméga Toulon is 25 miles from the apartment.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen ",APARTMENT,43.1272081,6.3316222,198.0,USD,"Indoor swimming pool, Free Wifi, Free parking, Family rooms, Indoor swimming pool",https://cf.bstatic.com/xdata/images/hotel/square60/632635993.jpg?k=f46ff2a851184f3cfc9b2ef68aedb19aef3d051ea6bb287f831df5dcd9d2b284&o=
Bormes les Mimosas_14,Bormes les Mimosas,"SELECT'SO HOME - Vacances au Poséidon - Duplex 6 personnes, parking privé, piscine, animaux admis - POS-B",https://www.booking.com/hotel/fr/poseidon-mazet-b-58-m2.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887554144&force_referer=,8.4,7,"SELECT'SO HOME - Vacances au Poséidon - Duplex 6 personnes, parking privé, piscine, animaux admis - POS-B offers accommodations in Bormes-les-Mimosas, a 11-minute walk from Faviere and 21 miles from Chateau de Grimaud. Both free Wifi and private parking are accessible at the apartment free of charge. Zénith Oméga Toulon is 26 miles from the apartment and La Favière is a 6-minute walk away.

The air-conditioned apartment is composed of 1 separate bedroom, a living room, a fully equipped kitchenet",APARTMENT,43.12415,6.351192,558.0,USD,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Outdoor swimming pool",https://cf.bstatic.com/xdata/images/hotel/square60/763108634.jpg?k=24dad378c544376f949c6d6baf63a32142d4793b3740fc4ddda8de7cd211760f&o=
Bormes les Mimosas_15,Bormes les Mimosas,SELECT'soHOME - T2 entièrement rénové à quelques pas de la plage - POS07,https://www.booking.com/hotel/fr/select-sohome-t2-entierement-renove-a-quelques-pas-de-la-plage-pos07.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887571518&force_referer=,8.0,11,"Just a 10-minute walk from Faviere and 500 yards from La Favière, SELECT'soHOME - T2 entièrement rénové à quelques pas de la plage - POS07 features accommodations in Bormes-les-Mimosas with free bikes. The property is around 21 miles from Chateau de Grimaud, 21 miles from Le Pont des Fées, and 25 miles from Toulon Train Station. There's an outdoor pool and guests can use free Wifi and free private parking.

The air-conditioned apartment is composed of 1 separate bedroom, a living room, a fully e",APARTMENT,43.124018,6.351083,502.0,USD,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Outdoor swimming pool",https://cf.bstatic.com/xdata/images/hotel/square60/469305284.jpg?k=69c54a5b8b9bb86a3b3ca819f4034d7522031bdc71faf44b233d85f1e2274024&o=
Cassis_1,Cassis,Home Cassis - Maison Les Calanques - Piscine chauffée à 30c,https://www.booking.com/hotel/fr/home-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.3,190,"Home Cassis, located 0.6 mi from the port of Cassis, is a residence of 4 apartments with a shared swimming pool. It is 5 minutes from the beach and the picturesque coastline cliffs of Cassis. Free Wi-Fi and private parking are available on site.

The properties feature modern décor and include a living room with flat-screen TV. The fully equipped kitchens include a fridge, oven, microwave and coffee machine. The bathrooms have a walk in shower, and the private terrace is furnished with a BBQ. A ",HOLIDAY_HOME,43.21183242551023,5.524701520789677,189.0,USD,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Terrace",https://cf.bstatic.com/xdata/images/hotel/max200/223145729.jpg?k=b8c78b04ac9a99a6b94bc6177d5edc97dd56a39c8922fe9e0b7b56d2632c5667&o=
Cassis_2,Cassis,La Rade,https://www.booking.com/hotel/fr/la-rade-cassis1.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,9.0,70,"La Rade is located in Cassis, just a 9-minute walk from Grande Mer and 12 miles from Orange Velodrome Stadium. This property offers access to a balcony, free private parking, and free Wifi. La Timone Metro Station is 13 miles from the apartment and Castellane Metro Station is 14 miles away.

Featuring a terrace and sea views, the apartment includes 1 bedroom, a living room, flat-screen TV, an equipped kitchen, and 1 bathroom with a shower. Guests can enjoy a meal on an outdoor dining area while ",APARTMENT,43.21534787329778,5.5347490310668945,300.0,USD,"Non-smoking rooms, Free Wifi, Free parking, Family rooms, Terrace",https://cf.bstatic.com/xdata/images/hotel/square60/459679418.jpg?k=06a5576c9608f9eabffccde93be10d4e7280869dd91459f15bd6763084b4d4d9&o=
Cassis_3,Cassis,Le petit cassis,https://www.booking.com/hotel/fr/le-petit-cassis-cassis1.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.7,105,"Providing a casino, Le petit cassis provides accommodations in Cassis. Guests can benefit from a patio and a children's playground. Rond-Point du Prado Metro Station is 12 miles away and Marseille Chanot Exhibition and Convention Center is 12 miles from the apartment.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with an oven and a coffee machine, and 1 bathroom with a shower and a hair dryer. This apartment also offers a terrace that doubles up as",APARTMENT,43.2187069,5.5399636,178.0,USD,"Non-smoking rooms, Terrace, Non-smoking rooms, Terrace",https://cf.bstatic.com/xdata/images/hotel/square60/349958575.jpg?k=52d4f4dc42005666fd6b498d023d4bb193d6c2a64d5f22b0b66c448b006ac519&o=
Cassis_4,Cassis,Villa Prestige Cassis,https://www.booking.com/hotel/fr/villa-prestige-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886372301&force_referer=,0.0,0,"<h2>Elegant Accommodations</h2>

Villa Prestige Cassis in Cassis offers a spacious garden, terrace, and a year-round outdoor swimming pool. Guests enjoy free WiFi, ensuring connectivity throughout their stay.

<h2>Comfortable Amenities</h2>

The villa features four bedrooms and four bathrooms, a fully equipped kitchen, and a comfortable living room. Additional amenities include air-conditioning, a washing machine, and a dishwasher.

<h2>Prime Location</h2>

Located 28 mi from Marseille Provence ",VILLA,43.2158779,5.5507099,1915.0,USD,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Family rooms",https://cf.bstatic.com/xdata/images/hotel/square60/774924835.jpg?k=5f2f63e5be43cd07736331f6e4a54fb35e67cfa75c30c419e4c951ce1ea15de8&o=
Cassis_5,Cassis,CASSIS RDC Climatisé - Parking gratuit,https://www.booking.com/hotel/fr/appartement-t3-rdc-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886486220&force_referer=,9.2,56,"CASSIS RDC Climatisé - Parking gratuit offers accommodations in Cassis, a 7-minute walk from Grande Mer and 12 miles from Orange Velodrome Stadium. This property offers access to a terrace, free private parking, and free Wifi. La Timone Metro Station is 13 miles from the apartment and Castellane Metro Station is 14 miles away.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a walk-in shower",APARTMENT,43.2178808,5.5361313,413.0,USD,"Non-smoking rooms, Basic free Wifi (10 Mbps), Free parking, Terrace, Non-smoking rooms",https://cf.bstatic.com/xdata/images/hotel/square60/584347926.jpg?k=76e0abecf25bc27fdd9f271f8d5704e736302e02c94149050863947077d8d784&o=
Cassis_6,Cassis,Le Bosquet,https://www.booking.com/hotel/fr/le-bosquet-cassis1.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,9.3,26,"Le Bosquet is located in Cassis, just 12 miles from Rond-Point du Prado Metro Station and 12 miles from Marseille Chanot Exhibition and Convention Center. With free private parking, the property is a 7-minute walk from Grande Mer and 12 miles from Orange Velodrome Stadium. Notre Dame de la Garde Basilica is 14 miles away and Saint-Ferreol Street is 14 miles from the apartment.

Featuring a balcony and sea views, the apartment includes 2 bedrooms, a living room, flat-screen TV, an equipped kitche",APARTMENT,43.2178808,5.53613129999997,323.0,USD,"Non-smoking rooms, Free parking, Terrace, Non-smoking rooms, Free parking",https://cf.bstatic.com/xdata/images/hotel/square60/107617941.jpg?k=cc1252fb9e1cdb0915c4e22d823a2808a9199d397aec91ac6a094a4b4183ae6b&o=
Cassis_7,Cassis,charmant T2 centre cassis avec parking,https://www.booking.com/hotel/fr/charmant-t2-centre-cassis-avec-parking.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886571338&force_referer=,8.3,14,"Offering a garden, charmant T2 centre cassis avec parking provides accommodations in Cassis. The property is around a 5-minute walk from Grande Mer, 12 miles from Orange Velodrome Stadium, and 12 miles from Rond-Point du Prado Metro Station. The apartment offers both free Wifi and free private parking.

With direct access to a terrace with garden views, the air-conditioned apartment consists of 1 bedroom. The accommodation is non-smoking.

Marseille Chanot Exhibition and Convention Center is 13 ",APARTMENT,43.2121229,5.5411663,294.0,USD,"Non-smoking rooms, Free Wifi, Free parking, Terrace, Garden",https://cf.bstatic.com/xdata/images/hotel/square60/595225549.jpg?k=6d746820f78df7983411d1d62550c1745f3740ec62cd12cd19a757380400d6c7&o=
Cassis_8,Cassis,Au cœur de Cassis,https://www.booking.com/hotel/fr/au-coeur-de-cassis-cassis3.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.7,18,"Au cœur de Cassis is located in Cassis, just 12 miles from Orange Velodrome Stadium and 12 miles from Rond-Point du Prado Metro Station. The air-conditioned accommodation is a 4-minute walk from Grande Mer. Marseille Chanot Exhibition and Convention Center is 12 miles from the apartment and La Timone Metro Station is 13 miles away.

With free Wifi, this 1-bedroom apartment features a flat-screen TV, a washing machine, and a fully equipped kitchen with an oven and microwave. Towels and bed linen ",APARTMENT,43.2149587,5.5399611,319.0,USD,"Non-smoking rooms, Free Wifi, Family rooms, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/594664063.jpg?k=97ce9396247c05025578ea7662f807a4490e020cf2940caded427d0909c1a88d&o=
Cassis_9,Cassis,Home Cassis - Maison Julou - Piscine chauffée à 32c,https://www.booking.com/hotel/fr/home-cassis-maison-julou.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,8.7,155,"Offering mountain views, Home Cassis - Maison Julou - Piscine chauffée à 32c in Cassis features accommodations, an outdoor swimming pool, a casino, and a garden. There's a private entrance at the apartment for the convenience of those who stay. The apartment offers rooms with air conditioning, free private parking, and free Wifi.

Each unit features a terrace, a fully equipped kitchen with a microwave, a dining area, and a flat-screen TV, while the private bathroom includes a shower and a hair d",APARTMENT,43.222079689063,5.537926946033,170.0,USD,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Family rooms",https://cf.bstatic.com/xdata/images/hotel/max200/366628056.jpg?k=773e0abc4955bbd39af15a91c447239ffb97d4ef38b2c36dd04d60e74dd0a7e5&o=
Cassis_10,Cassis,Home Cassis - Maison Méditerranée - Piscine chauffée à 30c,https://www.booking.com/hotel/fr/home-cassis-maison-mediterrannee.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887271528&force_referer=,8.5,249,"A good location for a stress-free stay in Cassis, Home Cassis - Maison Méditerranée - Piscine chauffée à 30c is a vacation home surrounded by views of the sea. The property features an infinity pool, casino, and parking on-site among other facilities. This beachfront property offers access to a balcony, table tennis, and free Wifi. Guests can use the solarium or enjoy mountain views.

Each unit features a terrace, a fully equipped kitchen with a microwave, a dining area, and a flat-screen TV, wh",HOLIDAY_HOME,43.219776350851,5.53745873272419,324.0,USD,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Beachfront, Free parking",https://cf.bstatic.com/xdata/images/hotel/max200/302027124.jpg?k=86d2290b5062fa53e7e6e60f38a5f5e7c570a2ded1410a51f3bf3abb1c4ae582&o=
Cassis_11,Cassis,La Cassy - Sleep in Cassis,https://www.booking.com/hotel/fr/sleep-in-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887651560&force_referer=,8.8,129,"La Cassy - Sleep in Cassis is located in Cassis, just 12 miles from Orange Velodrome Stadium and 12 miles from Rond-Point du Prado Metro Station. The property is around 13 miles from Marseille Chanot Exhibition and Convention Center, 13 miles from La Timone Metro Station, and 14 miles from Castellane Metro Station. Free Wifi is available throughout the property and Grande Mer is a 4-minute walk away.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen wi",APARTMENT,43.21351434634,5.539700449428,240.0,USD,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/645613151.jpg?k=ff6658e3e6f35b51454d941bcc1f34f551c2c0804832a73c58c40f481da53cb4&o=
Cassis_12,Cassis,La Cigale du Port,https://www.booking.com/hotel/fr/le-roucas-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,9.0,48,"La Cigale du Port is located in Cassis, just a 8-minute walk from Grande Mer and 12 miles from Orange Velodrome Stadium. Both free Wifi and parking on-site are accessible at the apartment free of charge. Rond-Point du Prado Metro Station is 12 miles from the apartment and Marseille Chanot Exhibition and Convention Center is 12 miles away.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a ba",APARTMENT,43.2177957,5.5358322,277.0,USD,"Non-smoking rooms, Free Wifi, Free parking, Non-smoking rooms, Free Wifi",https://cf.bstatic.com/xdata/images/hotel/square60/479525397.jpg?k=5a105c68ba0eea7c8d8ba3413d6476aa8ba203bc9218bfeaec0b4c4e19ea0b11&o=
Cassis_13,Cassis,Appartement le Quai du Port Cassis parking clim,https://www.booking.com/hotel/fr/appartement-le-quai-du-port-cassis-parking-clim.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,9.3,138,"Appartement le Quai du Port Cassis parking clim offers accommodations in Cassis, a 5-minute walk from Grande Mer and 12 miles from Orange Velodrome Stadium. This beachfront property offers access to a terrace, free private parking, and free Wifi. The accommodation features a 24-hour front desk and an ATM for guests.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a walk-in shower and a hair ",APARTMENT,43.2148357,5.5360761,292.0,USD,"Non-smoking rooms, Airport shuttle, Free Wifi, Beachfront, Free parking",https://cf.bstatic.com/xdata/images/hotel/square60/320842654.jpg?k=c57cf097b961c909c38c9d5718b76072217d9dee5f1edffe76fd94e3281254bb&o=
Cassis_14,Cassis,Cassis centre,https://www.booking.com/hotel/fr/cassis-centre-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,7.5,75,"Within a 3-minute walk of Grande Mer and 12 miles of Orange Velodrome Stadium, Cassis centre provides free Wifi and a private beach area. The property is around 12 miles from Rond-Point du Prado Metro Station, 12 miles from Marseille Chanot Exhibition and Convention Center, and 13 miles from Castellane Metro Station. Saint-Ferreol Street is 15 miles from the apartment and Vieux Port Metro Station is 15 miles away.

The air-conditioned apartment is composed of 1 separate bedroom, a fully equipped",APARTMENT,43.2152067,5.5383415,168.0,USD,"Non-smoking rooms, Free Wifi, Beachfront, Family rooms, Private beach area",https://cf.bstatic.com/xdata/images/hotel/square60/486085353.jpg?k=06c5fa84cffa3c08f58da5cf6a12baa52d6c72445f4e3d80703a518cf42b66ac&o=
